"","funding_round_investment_type","funding_round_year","funding_round_amount_usd_per_invsestor","funding_round_investor_count","investee_category_1","investee_category_2","investee_category_3","investee_category_groups_1","investee_category_groups_2","investee_category_groups_3","investee_employee_count","investee_org_founded_on","investee_org_name","investee_city_region_country","investee_urban_center_final","investee_country_code","investee_world_region","investee_world_sub_region","investor_name","investor_type","investor_class_1","investor_class_3","investor_class_2","investor_investment_count","investor_total_funding_usd","investor_category_list_1","investor_category_list_2","investor_category_list_3","investor_category_group_1","investor_category_group_2","investor_category_group_3","investor_employee_count","investor_city_region_country","investor_urban_center_final","investor_country_code","investor_world_region","investor_world_sub_region","investment_source","distance_km","investor_uuid","investee_org_uuid","funding_round_uuid"
"1753","series_b",2007,9500000,2,"Advertising","Digital Media","Internet","Advertising","Internet Services","Media and Entertainment","unknown",NA,"NebuAd","Redwood City, California, USA","California Bay Area, USA","USA","Americas","Northern America","Menlo Ventures","organization","venture_capital",NA,NA,759,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"51-100","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",36.5317908844716,"a34c63f0-c277-3e4b-bbfc-1868ca81596d","58127590-464c-9e56-6320-ebf84b73c599","f641ac26-5bf2-6151-9d06-955c92c3a326"
"1754","series_a",2005,3750000,2,"Advertising","Information Technology","Marketing","Advertising","Information Technology","Sales and Marketing","51-100",NA,"Turn","Redwood City, California, USA","California Bay Area, USA","USA","Americas","Northern America","Trident Capital","organization","venture_capital",NA,NA,215,11260000,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",7.94285778471761,"28d3ff99-0fcb-dce0-8c56-f6d2678c66a1","2fcb5978-8f30-563e-eb74-d0aa35138a6e","d68ab03d-368b-1e84-153b-a64d95ee9727"
"1755","series_a",2005,3750000,2,"Advertising","Information Technology","Marketing","Advertising","Information Technology","Sales and Marketing","51-100",NA,"Turn","Redwood City, California, USA","California Bay Area, USA","USA","Americas","Northern America","Norwest Venture Partners","organization","private_equity_firm",NA,"venture_capital",894,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","251-500","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",7.94285778471761,"4ab1b039-d9ce-f96a-06e7-f737e37eee08","2fcb5978-8f30-563e-eb74-d0aa35138a6e","d68ab03d-368b-1e84-153b-a64d95ee9727"
"1756","series_b",2007,1e+07,5,"Credit Cards","Debit Cards","Financial Services","Financial Services","Lending and Investments","Payments","51-100",NA,"Revolution Money","St. Petersburg, Florida, USA","Tampa, USA","USA","Americas","Northern America","Deutsche Bank","organization","investment_bank",NA,NA,165,0,"Banking","Finance","Financial Services","Financial Services","Lending and Investments",NA,"10000+","Frankfurt, Hessen, DEU","Frankfurt am Main, DEU","DEU","Europe","Western Europe","outside",7775.41347480501,"e649d0c7-3f41-e2c0-03b7-867ab82fb8d2","4730b2a0-c505-f32e-2aba-d4cea2a63be1","a3553b45-4163-36c0-8466-6cbd3841fab2"
"1757","series_b",2007,1e+07,5,"Credit Cards","Debit Cards","Financial Services","Financial Services","Lending and Investments","Payments","51-100",NA,"Revolution Money","St. Petersburg, Florida, USA","Tampa, USA","USA","Americas","Northern America","Ted Leonsis","person","investment_partner",NA,"angel",30,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","Washington, District of Columbia, USA","Washington D.C., USA","USA","Americas","Northern America","outside",1342.71683768636,"c65268db-4a59-f133-7076-06943c7a9721","4730b2a0-c505-f32e-2aba-d4cea2a63be1","a3553b45-4163-36c0-8466-6cbd3841fab2"
"1758","series_b",2007,1e+07,5,"Credit Cards","Debit Cards","Financial Services","Financial Services","Lending and Investments","Payments","51-100",NA,"Revolution Money","St. Petersburg, Florida, USA","Tampa, USA","USA","Americas","Northern America","Revolution","organization","venture_capital",NA,NA,261,NA,"Business Development","Finance","Financial Services","Financial Services","Lending and Investments","Professional Services","11-50","Washington, District of Columbia, USA","Washington D.C., USA","USA","Americas","Northern America","outside",1342.71683768636,"669ce484-85e7-1537-e2e0-14e4b2bab22c","4730b2a0-c505-f32e-2aba-d4cea2a63be1","a3553b45-4163-36c0-8466-6cbd3841fab2"
"1759","series_b",2007,1e+07,5,"Credit Cards","Debit Cards","Financial Services","Financial Services","Lending and Investments","Payments","51-100",NA,"Revolution Money","St. Petersburg, Florida, USA","Tampa, USA","USA","Americas","Northern America","Morgan Stanley","organization","investment_bank",NA,NA,240,NA,"Asset Management","Finance","Financial Services","Financial Services",NA,NA,"10000+","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",1643.08167450632,"0d33753d-a1d4-1b5e-7dae-b4c4a046513c","4730b2a0-c505-f32e-2aba-d4cea2a63be1","a3553b45-4163-36c0-8466-6cbd3841fab2"
"1760","series_b",2007,1e+07,5,"Credit Cards","Debit Cards","Financial Services","Financial Services","Lending and Investments","Payments","51-100",NA,"Revolution Money","St. Petersburg, Florida, USA","Tampa, USA","USA","Americas","Northern America","Citi","organization","investment_bank",NA,NA,170,8.7e+09,"Banking","Credit Cards","Financial Services","Financial Services","Lending and Investments","Payments","10000+","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",1643.08167450632,"468bef9f-2f50-590e-6e78-62e3adb05aa1","4730b2a0-c505-f32e-2aba-d4cea2a63be1","a3553b45-4163-36c0-8466-6cbd3841fab2"
"1761","series_a",2007,5e+07,1,"iOS","Media and Entertainment","Mobile","Community and Lifestyle","Content and Publishing","Internet Services","1-10",NA,"Blowtorch","Sausalito, California, USA","San Rafael, USA","USA","Americas","Northern America","Ignition Partners","organization","venture_capital",NA,NA,313,NA,"Cloud Computing","Cyber Security","Enterprise Software","Information Technology","Internet Services","Privacy and Security","11-50","Los Altos, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",62.5513898001011,"abe91173-e426-01ec-361c-651504d28f48","5df6506d-aabe-b5d3-15ee-3ab9d1099e7a","b8fd40c8-5c87-4abf-8181-162630aa861a"
"1762","series_a",2006,35446873,1,"Advertising","App Marketing","Messaging","Advertising","Information Technology","Internet Services","51-100",NA,"Blyk","Helsinki, Southern Finland, FIN","Helsinki, FIN","FIN","Europe","Northern Europe","Sofinnova Partners","organization","venture_capital",NA,NA,301,0,"Asset Management","Finance","Financial Services","Financial Services","Lending and Investments",NA,"51-100","Paris, Ile-de-France, FRA","Paris, FRA","FRA","Europe","Western Europe","outside",1910.98267082308,"b8e86d8c-6f9d-2513-f106-3c7818c1d29d","6cbef050-c9c1-20b4-ed1f-7e0715ec2ef3","3598d03c-a715-bc5a-6ebe-6e4987c73c83"
"1763","series_a",2005,525000,4,"Internet","Mobile Apps","Real Estate","Apps","Commerce and Shopping","Internet Services","101-250",NA,"Trulia","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Fayez Sarofim & Co.","organization","venture_capital",NA,NA,14,NA,"Enterprise Software","Real Estate","Venture Capital","Financial Services","Lending and Investments","Real Estate","51-100","Houston, Texas, USA","Houston, Texas, USA","USA","Americas","Northern America","outside",2646.3977542613,"a219aefe-97a9-45ad-b186-15b32e28464d","6a4a2e74-0801-24b7-d755-881b07025f17","ea723d5c-1d08-feb5-7336-19fac12e4b5a"
"1764","series_a",2005,525000,4,"Internet","Mobile Apps","Real Estate","Apps","Commerce and Shopping","Internet Services","101-250",NA,"Trulia","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Kevin Hartz","person","investment_partner",NA,"angel",97,NA,"Internet","Venture Capital",NA,"Financial Services","Internet Services","Lending and Investments","1-10","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"77d5871f-f84c-8bd1-38f5-ce36ea09ed55","6a4a2e74-0801-24b7-d755-881b07025f17","ea723d5c-1d08-feb5-7336-19fac12e4b5a"
"1765","series_a",2005,525000,4,"Internet","Mobile Apps","Real Estate","Apps","Commerce and Shopping","Internet Services","101-250",NA,"Trulia","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Great Oaks Venture Capital","organization","micro_vc",NA,NA,458,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",4133.59610583857,"8c2904bd-f9a1-0f41-87db-16fae614ad2d","6a4a2e74-0801-24b7-d755-881b07025f17","ea723d5c-1d08-feb5-7336-19fac12e4b5a"
"1766","series_a",2005,525000,4,"Internet","Mobile Apps","Real Estate","Apps","Commerce and Shopping","Internet Services","101-250",NA,"Trulia","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Aspect Ventures","organization","venture_capital",NA,NA,117,NA,"Business Development","Mobile","Venture Capital","Financial Services","Lending and Investments","Mobile","11-50","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",43.7503748209321,"c3909467-4c5b-8539-112a-9450939b5d25","6a4a2e74-0801-24b7-d755-881b07025f17","ea723d5c-1d08-feb5-7336-19fac12e4b5a"
"1767","series_a",2007,5e+06,1,"Internet","Small and Medium Businesses","Web Development","Internet Services","Other","Software","51-100",NA,"Yola","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Columbus Venture Capital","organization","venture_capital",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"1-10","Alexandria, Virginia, USA","Washington D.C., USA","USA","Americas","Northern America","outside",3924.52925673866,"05e2ba68-e38c-622a-f2d1-cd7c30e6cb58","24c4cd2d-cde2-126f-5380-9a0cb03e8c50","804da1bb-0519-6c4c-ef54-9d04f9b9c622"
"1768","seed",2007,166666.666666667,3,"Browser Extensions","Web Browsers",NA,"Internet Services","Software",NA,"1-10",NA,"GameLayers","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Richard Wolpert","person","investment_partner",NA,"angel",18,NA,"Business Development","Financial Services","Venture Capital","Financial Services","Lending and Investments","Professional Services","11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"7e1345ee-1c0c-8a55-204e-dd08863284f2","968f3508-fdb9-9f50-5e80-a277c68386ea","817ff2cc-8b9c-367f-dcba-d47c7fa7f5f0"
"1769","seed",2007,166666.666666667,3,"Browser Extensions","Web Browsers",NA,"Internet Services","Software",NA,"1-10",NA,"GameLayers","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Oreilly AlphaTech Ventures","organization","micro_vc",NA,"venture_capital",136,NA,"Banking","Finance","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","inside",0,"3bd5c9ab-cc35-8292-b39e-8732648f460f","968f3508-fdb9-9f50-5e80-a277c68386ea","817ff2cc-8b9c-367f-dcba-d47c7fa7f5f0"
"1770","seed",2007,166666.666666667,3,"Browser Extensions","Web Browsers",NA,"Internet Services","Software",NA,"1-10",NA,"GameLayers","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Joi Ito","person","investment_partner",NA,"angel",33,NA,"Education","Industrial Engineering","Information Technology","Education","Information Technology","Manufacturing","51-100","Cambridge, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4334.62032095209,"5175c8fc-de09-113b-a4fe-2970d36ba3c4","968f3508-fdb9-9f50-5e80-a277c68386ea","817ff2cc-8b9c-367f-dcba-d47c7fa7f5f0"
"1771","series_a",2007,NA,2,"Advertising","Advertising Platforms","Brand Marketing","Advertising","Information Technology","Sales and Marketing","101-250",NA,"Visto","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Inovia Capital","organization","venture_capital",NA,NA,298,NA,"Finance","Financial Exchanges","Financial Services","Financial Services","Lending and Investments",NA,"51-100","Montreal, Quebec, CAN","Montreal, CAN","CAN","Americas","Northern America","outside",536.31215820189,"488ba4ee-7e9b-9c4f-6550-493232dfcf58","1ecf2a38-4eee-f3e6-1beb-ca29ae956dce","2f2cd0a3-5bc8-8b26-51db-52763fe21eae"
"1772","series_a",2007,NA,2,"Advertising","Advertising Platforms","Brand Marketing","Advertising","Information Technology","Sales and Marketing","101-250",NA,"Visto","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Greycroft","organization","venture_capital",NA,NA,779,NA,"Banking","Finance","Financial Services","Financial Services","Lending and Investments",NA,"51-100","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","inside",0,"9dd7066b-069a-9dd9-c211-06db31253bd0","1ecf2a38-4eee-f3e6-1beb-ca29ae956dce","2f2cd0a3-5bc8-8b26-51db-52763fe21eae"
"1773","series_a",2007,525000,4,"App Marketing","Messaging","Mobile","Financial Services","Information Technology","Internet Services","11-50",NA,"Mogreet","Venice, California, USA","Los Angeles, USA","USA","Americas","Northern America","Frontier Venture Capital","organization","micro_vc",NA,"venture_capital",108,NA,"Financial Services","Information Technology","Internet","Financial Services","Information Technology","Internet Services","1-10","Boulder, Colorado, USA","Boulder, USA","USA","Americas","Northern America","outside",1348.95202511717,"2d23f986-fd9c-8ff3-8b54-7e55bd53fde0","1e3af34f-5621-1508-8d38-323fc7faa6e0","7a28ef9f-0663-1159-f938-38fed250b4a1"
"1774","series_a",2007,525000,4,"App Marketing","Messaging","Mobile","Financial Services","Information Technology","Internet Services","11-50",NA,"Mogreet","Venice, California, USA","Los Angeles, USA","USA","Americas","Northern America","Ascend Technology Ventures","organization","venture_capital",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,"1-10","Ramat Gan, Tel Aviv, ISR","Tel Aviv, ISR","ISR","Asia","Western Asia","outside",12166.796295439,"9d7165be-cae3-012c-9ce7-a7399a92b3f4","1e3af34f-5621-1508-8d38-323fc7faa6e0","7a28ef9f-0663-1159-f938-38fed250b4a1"
"1775","series_a",2007,525000,4,"App Marketing","Messaging","Mobile","Financial Services","Information Technology","Internet Services","11-50",NA,"Mogreet","Venice, California, USA","Los Angeles, USA","USA","Americas","Northern America","Spyglass Ventures","organization","angel_group",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"1-10","Laguna Beach, California, USA","Los Angeles, USA","USA","Americas","Northern America","outside",80.7031371588487,"c7fd0e2f-5995-c2f3-306f-e0823d50b77e","1e3af34f-5621-1508-8d38-323fc7faa6e0","7a28ef9f-0663-1159-f938-38fed250b4a1"
"1776","series_a",2007,525000,4,"App Marketing","Messaging","Mobile","Financial Services","Information Technology","Internet Services","11-50",NA,"Mogreet","Venice, California, USA","Los Angeles, USA","USA","Americas","Northern America","Manatt Venture Fund","organization","corporate_venture_capital",NA,"venture_capital",65,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"1-10","Los Angeles, California, USA","Los Angeles, USA","USA","Americas","Northern America","outside",21.6839336273741,"c4ee10ce-abe3-3fb2-243d-f339744e1770","1e3af34f-5621-1508-8d38-323fc7faa6e0","7a28ef9f-0663-1159-f938-38fed250b4a1"
"1777","series_c",2007,1050000,4,"Advertising","Digital Marketing","Social Network","Advertising","Internet Services","Sales and Marketing","11-50",NA,"Linkstorm","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Jeff Ballowe","person","angel",NA,NA,2,NA,"Analytics","Big Data","Business Intelligence","Commerce and Shopping","Data and Analytics","Information Technology","101-250","Santa Fe, New Mexico, USA","Santa Fe, USA","USA","Americas","Northern America","outside",2832.61436150385,"bb3ce184-d926-8471-ba1c-e63a420d142e","e2c90095-08b1-aa93-8758-b6bfd2ce49c0","280b57be-a369-4d77-0540-1974ad2eabff"
"1778","series_c",2007,1050000,4,"Advertising","Digital Marketing","Social Network","Advertising","Internet Services","Sales and Marketing","11-50",NA,"Linkstorm","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Esther Dyson","person","investment_partner",NA,"angel",121,NA,"Association","Health Care","Medical","Health Care","Other",NA,"1-10","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","inside",0,"6e037bba-68cc-c247-0148-c565408fd131","e2c90095-08b1-aa93-8758-b6bfd2ce49c0","280b57be-a369-4d77-0540-1974ad2eabff"
"1779","series_c",2007,1050000,4,"Advertising","Digital Marketing","Social Network","Advertising","Internet Services","Sales and Marketing","11-50",NA,"Linkstorm","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Robert Weissman","person","angel",NA,NA,1,NA,"Consulting","Industrial Automation","Software","Manufacturing","Professional Services","Science and Engineering","10000+","Fort Myers, Florida, USA","Cape Coral, USA","USA","Americas","Northern America","outside",1725.8166316323,"3b25a433-2f67-464e-f693-5abfe0ade08f","e2c90095-08b1-aa93-8758-b6bfd2ce49c0","280b57be-a369-4d77-0540-1974ad2eabff"
"1780","series_a",2007,1666666.66666667,3,"E-Commerce","Enterprise Software","Hospitality","Commerce and Shopping","Internet Services","Messaging and Telecommunications","51-100",NA,"Worktopia","White Plains, New York, USA","New York, Connecticut, USA","USA","Americas","Northern America","Activate Venture Partners","organization","micro_vc",NA,NA,81,NA,"Finance","Financial Services","Software","Financial Services","Lending and Investments","Software","1-10","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",41.2030270782398,"c0d0e5c7-0741-6dd5-e48a-917790db9136","53007e8c-a1b2-9166-3f90-61bc15a482c6","58392405-0d28-a85f-dfc7-0b025d8544df"
"1781","series_a",2007,1666666.66666667,3,"E-Commerce","Enterprise Software","Hospitality","Commerce and Shopping","Internet Services","Messaging and Telecommunications","51-100",NA,"Worktopia","White Plains, New York, USA","New York, Connecticut, USA","USA","Americas","Northern America","Primary Venture Partners","organization","venture_capital",NA,NA,170,NA,"E-Commerce","Enterprise Software","Finance","Commerce and Shopping","Financial Services","Lending and Investments","11-50","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",41.2030270782398,"d5002f1e-ed0d-2ac7-6831-69731c8ad8e1","53007e8c-a1b2-9166-3f90-61bc15a482c6","58392405-0d28-a85f-dfc7-0b025d8544df"
"1782","series_a",2007,1666666.66666667,3,"E-Commerce","Enterprise Software","Hospitality","Commerce and Shopping","Internet Services","Messaging and Telecommunications","51-100",NA,"Worktopia","White Plains, New York, USA","New York, Connecticut, USA","USA","Americas","Northern America","Gotham Ventures","organization","venture_capital",NA,NA,74,NA,"Venture Capital",NA,NA,"Financial Services","Lending and Investments",NA,"1-10","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",41.2030270782398,"a1016951-0a7d-cc1e-0036-7ad116773c30","53007e8c-a1b2-9166-3f90-61bc15a482c6","58392405-0d28-a85f-dfc7-0b025d8544df"
"1783","angel",2007,NA,1,"E-Learning","Education",NA,"Education","Software",NA,"11-50",NA,"Whyville","Pasadena, California, USA","Los Angeles, USA","USA","Americas","Northern America","Pat Sajak","person","angel",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago, Illinois, USA","Chicago, Illinois, USA","USA","Americas","Northern America","outside",2794.51121932813,"d40fcc3b-1f2f-328f-9eae-9c0f86d27052","5b3306fc-a576-20b0-c73b-34c519d58a06","5777992d-4576-7056-5ad9-40b6b509a436"
"1784","angel",2007,NA,2,"Communities","Social Media","Social Network","Community and Lifestyle","Internet Services","Media and Entertainment","1-10",NA,"SharedReviews","Toronto, Ontario, CAN","Toronto, Ontario, CAN","CAN","Americas","Northern America","Monster Venture Partners","organization","venture_capital",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"unknown","Bellevue, Washington, USA","Seattle, USA","USA","Americas","Northern America","outside",3318.71069746014,"22ce81cb-1d0b-bb98-9983-f37c5a094f52","ef5a06f8-b271-aeff-5ef7-5264aa5fe833","5b1ea7f9-097e-68ce-8868-9dd2869e4d89"
"1785","series_b",2007,1.2e+07,1,"Health Care","Mobile","Telecommunications","Hardware","Health Care","Media and Entertainment","501-1000",NA,"XpresSpa Group","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Warburg Pincus","organization","private_equity_firm",NA,NA,459,38028202,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"251-500","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","inside",0,"8c5ff693-d08b-fce9-7829-236ebf2fe254","736d2da1-9e57-1490-538e-06237dce23f6","2bf2ea05-4011-45f8-c799-35bc3f6fa380"
"1786","series_a",2004,1400000,5,"Analytics","Information Services","Lead Generation","Data and Analytics","Information Technology","Sales and Marketing","1001-5000",NA,"ZoomInfo","Vancouver, Washington, USA","Portland, Oregon, USA","USA","Americas","Northern America","Ascent Venture Partners","organization","venture_capital",NA,NA,108,NA,"Analytics","Security","Venture Capital","Data and Analytics","Financial Services","Lending and Investments","1-10","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4077.74607570561,"616f27aa-1250-b0b6-ca70-9e7121cfd57d","6861db1b-f498-4936-701b-9aa4bc65809e","8cdc750a-5e57-9332-3af5-0ca23dee162e"
"1787","series_a",2004,1400000,5,"Analytics","Information Services","Lead Generation","Data and Analytics","Information Technology","Sales and Marketing","1001-5000",NA,"ZoomInfo","Vancouver, Washington, USA","Portland, Oregon, USA","USA","Americas","Northern America","Venrock","organization","venture_capital",NA,NA,790,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"51-100","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",912.304607626535,"ed24f9ce-2313-cb8c-8ff2-9de6899ea992","6861db1b-f498-4936-701b-9aa4bc65809e","8cdc750a-5e57-9332-3af5-0ca23dee162e"
"1788","series_a",2004,1400000,5,"Analytics","Information Services","Lead Generation","Data and Analytics","Information Technology","Sales and Marketing","1001-5000",NA,"ZoomInfo","Vancouver, Washington, USA","Portland, Oregon, USA","USA","Americas","Northern America","Commonwealth Capital Ventures","organization","private_equity_firm",NA,"venture_capital",110,NA,"Banking","Finance","Financial Services","Financial Services","Lending and Investments",NA,"11-50","Boston, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4077.74607570561,"a67fe1b3-f4e4-c5d3-a48b-903ca11e88f0","6861db1b-f498-4936-701b-9aa4bc65809e","8cdc750a-5e57-9332-3af5-0ca23dee162e"
"1789","series_a",2004,1400000,5,"Analytics","Information Services","Lead Generation","Data and Analytics","Information Technology","Sales and Marketing","1001-5000",NA,"ZoomInfo","Vancouver, Washington, USA","Portland, Oregon, USA","USA","Americas","Northern America","Flagship Pioneering","organization","venture_capital",NA,NA,266,NA,"Biotechnology","Business Development","Finance","Biotechnology","Financial Services","Health Care","101-250","Cambridge, Massachusetts, USA","Boston, Massachusetts, USA","USA","Americas","Northern America","outside",4074.01352286018,"f708ad5d-f30a-e2d4-71df-d944148fe151","6861db1b-f498-4936-701b-9aa4bc65809e","8cdc750a-5e57-9332-3af5-0ca23dee162e"
"1790","series_a",2004,1400000,5,"Analytics","Information Services","Lead Generation","Data and Analytics","Information Technology","Sales and Marketing","1001-5000",NA,"ZoomInfo","Vancouver, Washington, USA","Portland, Oregon, USA","USA","Americas","Northern America","Vulcan Capital","organization","family_investment_office","venture_capital","private_equity_firm",264,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Seattle, Washington, USA","Seattle, USA","USA","Americas","Northern America","outside",221.220753101924,"036859ec-45a0-136d-c7ae-205a6d541a69","6861db1b-f498-4936-701b-9aa4bc65809e","8cdc750a-5e57-9332-3af5-0ca23dee162e"
"1791","series_b",2007,NA,1,"Advertising","Celebrity","Marketing","Advertising","Internet Services","Media and Entertainment","1-10",NA,"Gydget","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sunbridge Partners","organization","venture_capital",NA,NA,31,NA,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Beachwood, Ohio, USA","Cleveland, Ohio, USA","USA","Americas","Northern America","outside",3499.08388356875,"370488d3-188d-8adb-2366-39254feb445a","c3005aee-26a2-05f0-5e22-775c79fbbbba","c91451d0-356f-7698-f47d-e8667b61f58a"
"1792","series_a",2007,350000,1,"News",NA,NA,"Content and Publishing","Media and Entertainment",NA,"11-50",NA,"Verican","Hemet, California, USA","Hemet, USA","USA","Americas","Northern America","Keiretsu Forum","organization","angel_group",NA,"venture_capital",318,NA,NA,NA,NA,NA,NA,NA,"101-250","San Francisco, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",665.776981199185,"97254a29-8bc4-726c-067f-2b4ca823106d","9e6bfa06-ff53-030a-d1b4-844549ccc53f","878592ab-4a9e-47d5-9f35-a1671d295620"
"1793","series_c",2007,4750000,2,"Collaboration","Developer Tools","Enterprise Software","Other","Software",NA,"11-50",NA,"Socialtext","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","Omidyar Network","organization","family_investment_office",NA,NA,343,NA,"Enterprise Software","Financial Services","Venture Capital","Financial Services","Lending and Investments","Software","101-250","Redwood City, California, USA","California Bay Area, USA","USA","Americas","Northern America","outside",7.94285778471747,"f4d5ab44-058b-298b-ea81-380e6e9a8eec","200f1b82-93c9-7b1a-c0ed-37d6fda3199f","9185b040-76cd-5c82-db93-3de55502d0da"
"1794","series_c",2007,4750000,2,"Collaboration","Developer Tools","Enterprise Software","Other","Software",NA,"11-50",NA,"Socialtext","Palo Alto, California, USA","California Bay Area, USA","USA","Americas","Northern America","Sapphire Ventures","organization","fund_of_funds",NA,"venture_capital",331,0,"Finance","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"51-100","Austin, Texas, USA","Austin, USA","USA","Americas","Northern America","outside",2385.83130144028,"ea5de28f-7493-f605-c3fd-51965a5b5aba","200f1b82-93c9-7b1a-c0ed-37d6fda3199f","9185b040-76cd-5c82-db93-3de55502d0da"
"1795","series_b",2007,6200000,1,"Enterprise Software","Open Source","Web Development","Software",NA,NA,"1-10",NA,"FiveRuns","Austin, Texas, USA","Austin, USA","USA","Americas","Northern America","Austin Ventures","organization","venture_capital",NA,NA,390,NA,"Angel Investment","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Austin, Texas, USA","Austin, USA","USA","Americas","Northern America","inside",0,"960eb982-a434-7554-0ca4-ac71108fd7c1","da7e8bcb-d62f-3a29-ce67-8b3cfc34e498","b187b645-c854-7acb-86a4-ac7b89510ad9"
"1796","series_a",2005,3e+06,1,"Enterprise Software","Open Source","Web Development","Software",NA,NA,"1-10",NA,"FiveRuns","Austin, Texas, USA","Austin, USA","USA","Americas","Northern America","Austin Ventures","organization","venture_capital",NA,NA,390,NA,"Angel Investment","Financial Services","Venture Capital","Financial Services","Lending and Investments",NA,"11-50","Austin, Texas, USA","Austin, USA","USA","Americas","Northern America","inside",0,"960eb982-a434-7554-0ca4-ac71108fd7c1","da7e8bcb-d62f-3a29-ce67-8b3cfc34e498","59d36452-a44e-e8ca-bc53-751a7d0faeb1"
"1797","series_a",2007,750000,4,"Advertising","Facebook","Search Engine","Advertising","Internet Services","Platforms","11-50",NA,"Clickable","New York, New York, USA","New York, New York, USA","USA","Americas","Northern America","Jonathan Miller","person","investment_partner",NA,"angel",8,NA,"Financial Services","Impact Investing","Media and Entertainment","Financial Services","Lending and Investments","Media and Entertainment","1-10","Tarrytown, New York, USA","New York, New York, USA","USA","Americas","Northern America","outside",42.3175344550587,"43162741-c1bc-7be8-45ab-54fd9ffbf598","d279e2f8-6980-05e3-d77c-353ecd59d6e4","66c4fe0b-ca82-189b-fc49-21390ee6e327"
